Country,date,vaccine,total
Sweden,2022-01-28,Oxford/AstraZeneca,26214
Sweden,2022-01-28,Pfizer/BioNTech,26215
Sweden,2022-02-04,Moderna,26216
Sweden,2022-02-04,Novavax,26217
Sweden,2022-02-04,Oxford/AstraZeneca,26218
Sweden,2022-02-04,Pfizer/BioNTech,26219
Sweden,2022-02-11,Moderna,26220
Sweden,2022-02-11,Novavax,26221
Sweden,2022-02-11,Oxford/AstraZeneca,26222
Sweden,2022-02-11,Pfizer/BioNTech,26223
Sweden,2022-02-18,Moderna,26224
Sweden,2022-02-18,Novavax,26225
Sweden,2022-02-18,Oxford/AstraZeneca,26226
Sweden,2022-02-18,Pfizer/BioNTech,26227
Sweden,2022-02-25,Moderna,26228
Sweden,2022-02-25,Novavax,26229
Sweden,2022-02-25,Oxford/AstraZeneca,26230
Sweden,2022-02-25,Pfizer/BioNTech,26231
Sweden,2022-03-04,Moderna,26232
Sweden,2022-03-04,Novavax,26233
Sweden,2022-03-04,Oxford/AstraZeneca,26234
Sweden,2022-03-04,Pfizer/BioNTech,26235
Sweden,2022-03-11,Moderna,26236
Sweden,2022-03-11,Novavax,26237
Sweden,2022-03-11,Oxford/AstraZeneca,26238
Sweden,2022-03-11,Pfizer/BioNTech,26239
Sweden,2022-03-18,Moderna,26240
Sweden,2022-03-18,Novavax,26241
Sweden,2022-03-18,Oxford/AstraZeneca,26242
Sweden,2022-03-18,Pfizer/BioNTech,26243
Switzerland,2020-12-21,Johnson&Johnson,26244
Switzerland,2020-12-22,Johnson&Johnson,26245
Switzerland,2020-12-22,Pfizer/BioNTech,26246
Switzerland,2020-12-23,Johnson&Johnson,26247
Switzerland,2020-12-23,Moderna,26248
Switzerland,2020-12-23,Pfizer/BioNTech,26249
Switzerland,2020-12-24,Johnson&Johnson,26250
Switzerland,2020-12-24,Moderna,26251
Switzerland,2020-12-24,Pfizer/BioNTech,26252
Switzerland,2020-12-25,Johnson&Johnson,26253
Switzerland,2020-12-25,Moderna,26254
Switzerland,2020-12-25,Pfizer/BioNTech,26255
Switzerland,2020-12-26,Johnson&Johnson,26256
Switzerland,2020-12-26,Moderna,26257
Switzerland,2020-12-26,Pfizer/BioNTech,26258
Switzerland,2020-12-27,Johnson&Johnson,26259
Switzerland,2020-12-27,Moderna,26260
Switzerland,2020-12-27,Pfizer/BioNTech,26261
Switzerland,2020-12-28,Johnson&Johnson,26262
Switzerland,2020-12-28,Moderna,26263
Switzerland,2020-12-28,Pfizer/BioNTech,26264
Switzerland,2020-12-29,Johnson&Johnson,26265
Switzerland,2020-12-29,Moderna,26266
Switzerland,2020-12-29,Pfizer/BioNTech,26267
Switzerland,2020-12-30,Johnson&Johnson,26268
Switzerland,2020-12-30,Moderna,26269
Switzerland,2020-12-30,Pfizer/BioNTech,26270
Switzerland,2020-12-31,Johnson&Johnson,26271
Switzerland,2020-12-31,Moderna,26272
Switzerland,2020-12-31,Pfizer/BioNTech,26273
Switzerland,2021-01-01,Johnson&Johnson,26274
Switzerland,2021-01-01,Moderna,26275
Switzerland,2021-01-01,Pfizer/BioNTech,26276
Switzerland,2021-01-02,Johnson&Johnson,26277
Switzerland,2021-01-02,Moderna,26278
Switzerland,2021-01-02,Pfizer/BioNTech,26279
Switzerland,2021-01-03,Johnson&Johnson,26280
Switzerland,2021-01-03,Moderna,26281
Switzerland,2021-01-03,Pfizer/BioNTech,26282
Switzerland,2021-01-04,Johnson&Johnson,26283
Switzerland,2021-01-04,Moderna,26284
Switzerland,2021-01-04,Pfizer/BioNTech,26285
Switzerland,2021-01-05,Johnson&Johnson,26286
Switzerland,2021-01-05,Moderna,26287
Switzerland,2021-01-05,Pfizer/BioNTech,26288
Switzerland,2021-01-06,Johnson&Johnson,26289
Switzerland,2021-01-06,Moderna,26290
Switzerland,2021-01-06,Pfizer/BioNTech,26291
Switzerland,2021-01-07,Johnson&Johnson,26292
Switzerland,2021-01-07,Moderna,26293
Switzerland,2021-01-07,Pfizer/BioNTech,26294
Switzerland,2021-01-08,Johnson&Johnson,26295
Switzerland,2021-01-08,Moderna,26296
Switzerland,2021-01-08,Pfizer/BioNTech,26297
Switzerland,2021-01-09,Johnson&Johnson,26298
Switzerland,2021-01-09,Moderna,26299
Switzerland,2021-01-09,Pfizer/BioNTech,26300
Switzerland,2021-01-10,Johnson&Johnson,26301
Switzerland,2021-01-10,Moderna,26302
Switzerland,2021-01-10,Pfizer/BioNTech,26303
Switzerland,2021-01-11,Johnson&Johnson,26304
Switzerland,2021-01-11,Moderna,26305
Switzerland,2021-01-11,Pfizer/BioNTech,26306
Switzerland,2021-01-12,Johnson&Johnson,26307
Switzerland,2021-01-12,Moderna,26308
Switzerland,2021-01-12,Pfizer/BioNTech,26309
Switzerland,2021-01-13,Johnson&Johnson,26310
Switzerland,2021-01-13,Moderna,26311
Switzerland,2021-01-13,Pfizer/BioNTech,26312
Switzerland,2021-01-14,Johnson&Johnson,26313
Switzerland,2021-01-14,Moderna,26314
Switzerland,2021-01-14,Pfizer/BioNTech,26315
Switzerland,2021-01-15,Johnson&Johnson,26316
Switzerland,2021-01-15,Moderna,26317
Switzerland,2021-01-15,Pfizer/BioNTech,26318
Switzerland,2021-01-16,Johnson&Johnson,26319
Switzerland,2021-01-16,Moderna,26320
Switzerland,2021-01-16,Pfizer/BioNTech,26321
Switzerland,2021-01-17,Johnson&Johnson,26322
Switzerland,2021-01-17,Moderna,26323
Switzerland,2021-01-17,Pfizer/BioNTech,26324
Switzerland,2021-01-18,Johnson&Johnson,26325
Switzerland,2021-01-18,Moderna,26326
Switzerland,2021-01-18,Pfizer/BioNTech,26327
Switzerland,2021-01-19,Johnson&Johnson,26328
Switzerland,2021-01-19,Moderna,26329
Switzerland,2021-01-19,Pfizer/BioNTech,26330
Switzerland,2021-01-20,Johnson&Johnson,26331
Switzerland,2021-01-20,Moderna,26332
Switzerland,2021-01-20,Pfizer/BioNTech,26333
Switzerland,2021-01-21,Johnson&Johnson,26334
Switzerland,2021-01-21,Moderna,26335
Switzerland,2021-01-21,Pfizer/BioNTech,26336
Switzerland,2021-01-22,Johnson&Johnson,26337
Switzerland,2021-01-22,Moderna,26338
Switzerland,2021-01-22,Pfizer/BioNTech,26339
Switzerland,2021-01-23,Johnson&Johnson,26340
Switzerland,2021-01-23,Moderna,26341
Switzerland,2021-01-23,Pfizer/BioNTech,26342
Switzerland,2021-01-24,Johnson&Johnson,26343
Switzerland,2021-01-24,Moderna,26344
Switzerland,2021-01-24,Pfizer/BioNTech,26345
Switzerland,2021-01-25,Johnson&Johnson,26346
Switzerland,2021-01-25,Moderna,26347
Switzerland,2021-01-25,Pfizer/BioNTech,26348
Switzerland,2021-01-26,Johnson&Johnson,26349
Switzerland,2021-01-26,Moderna,26350
Switzerland,2021-01-26,Pfizer/BioNTech,26351
Switzerland,2021-01-27,Johnson&Johnson,26352
Switzerland,2021-01-27,Moderna,26353
Switzerland,2021-01-27,Pfizer/BioNTech,26354
Switzerland,2021-01-28,Johnson&Johnson,26355
Switzerland,2021-01-28,Moderna,26356
Switzerland,2021-01-28,Pfizer/BioNTech,26357
Switzerland,2021-01-29,Johnson&Johnson,26358
Switzerland,2021-01-29,Moderna,26359
Switzerland,2021-01-29,Pfizer/BioNTech,26360
Switzerland,2021-01-30,Johnson&Johnson,26361
Switzerland,2021-01-30,Moderna,26362
Switzerland,2021-01-30,Pfizer/BioNTech,26363
Switzerland,2021-01-31,Johnson&Johnson,26364
Switzerland,2021-01-31,Moderna,26365
Switzerland,2021-01-31,Pfizer/BioNTech,26366
Switzerland,2021-02-01,Johnson&Johnson,26367
Switzerland,2021-02-01,Moderna,26368
Switzerland,2021-02-01,Pfizer/BioNTech,26369
Switzerland,2021-02-02,Johnson&Johnson,26370
Switzerland,2021-02-02,Moderna,26371
Switzerland,2021-02-02,Pfizer/BioNTech,26372
Switzerland,2021-02-03,Johnson&Johnson,26373
Switzerland,2021-02-03,Moderna,26374
Switzerland,2021-02-03,Pfizer/BioNTech,26375
Switzerland,2021-02-04,Johnson&Johnson,26376
Switzerland,2021-02-04,Moderna,26377
Switzerland,2021-02-04,Pfizer/BioNTech,26378
Switzerland,2021-02-05,Johnson&Johnson,26379
Switzerland,2021-02-05,Moderna,26380
Switzerland,2021-02-05,Pfizer/BioNTech,26381
Switzerland,2021-02-06,Johnson&Johnson,26382
Switzerland,2021-02-06,Moderna,26383
Switzerland,2021-02-06,Pfizer/BioNTech,26384
Switzerland,2021-02-07,Johnson&Johnson,26385
Switzerland,2021-02-07,Moderna,26386
Switzerland,2021-02-07,Pfizer/BioNTech,26387
Switzerland,2021-02-08,Johnson&Johnson,26388
Switzerland,2021-02-08,Moderna,26389
Switzerland,2021-02-08,Pfizer/BioNTech,26390
Switzerland,2021-02-09,Johnson&Johnson,26391
Switzerland,2021-02-09,Moderna,26392
Switzerland,2021-02-09,Pfizer/BioNTech,26393
Switzerland,2021-02-10,Johnson&Johnson,26394
Switzerland,2021-02-10,Moderna,26395
Switzerland,2021-02-10,Pfizer/BioNTech,26396
Switzerland,2021-02-11,Johnson&Johnson,26397
Switzerland,2021-02-11,Moderna,26398
Switzerland,2021-02-11,Pfizer/BioNTech,26399
Switzerland,2021-02-12,Johnson&Johnson,26400
Switzerland,2021-02-12,Moderna,26401
Switzerland,2021-02-12,Pfizer/BioNTech,26402
Switzerland,2021-02-13,Johnson&Johnson,26403
Switzerland,2021-02-13,Moderna,26404
Switzerland,2021-02-13,Pfizer/BioNTech,26405
Switzerland,2021-02-14,Johnson&Johnson,26406
Switzerland,2021-02-14,Moderna,26407
Switzerland,2021-02-14,Pfizer/BioNTech,26408
Switzerland,2021-02-15,Johnson&Johnson,26409
Switzerland,2021-02-15,Moderna,26410
Switzerland,2021-02-15,Pfizer/BioNTech,26411
Switzerland,2021-02-16,Johnson&Johnson,26412
Switzerland,2021-02-16,Moderna,26413
Switzerland,2021-02-16,Pfizer/BioNTech,26414
Switzerland,2021-02-17,Johnson&Johnson,26415
Switzerland,2021-02-17,Moderna,26416
Switzerland,2021-02-17,Pfizer/BioNTech,26417
Switzerland,2021-02-18,Johnson&Johnson,26418
Switzerland,2021-02-18,Moderna,26419
Switzerland,2021-02-18,Pfizer/BioNTech,26420
Switzerland,2021-02-19,Johnson&Johnson,26421
Switzerland,2021-02-19,Moderna,26422
Switzerland,2021-02-19,Pfizer/BioNTech,26423
Switzerland,2021-02-20,Johnson&Johnson,26424
Switzerland,2021-02-20,Moderna,26425
Switzerland,2021-02-20,Pfizer/BioNTech,26426
Switzerland,2021-02-21,Johnson&Johnson,26427
Switzerland,2021-02-21,Moderna,26428
Switzerland,2021-02-21,Pfizer/BioNTech,26429
Switzerland,2021-02-22,Johnson&Johnson,26430
Switzerland,2021-02-22,Moderna,26431
Switzerland,2021-02-22,Pfizer/BioNTech,26432
Switzerland,2021-02-23,Johnson&Johnson,26433
Switzerland,2021-02-23,Moderna,26434
Switzerland,2021-02-23,Pfizer/BioNTech,26435
Switzerland,2021-02-24,Johnson&Johnson,26436
Switzerland,2021-02-24,Moderna,26437
Switzerland,2021-02-24,Pfizer/BioNTech,26438
Switzerland,2021-02-25,Johnson&Johnson,26439
Switzerland,2021-02-25,Moderna,26440
Switzerland,2021-02-25,Pfizer/BioNTech,26441
Switzerland,2021-02-26,Johnson&Johnson,26442
Switzerland,2021-02-26,Moderna,26443
Switzerland,2021-02-26,Pfizer/BioNTech,26444
Switzerland,2021-02-27,Johnson&Johnson,26445
Switzerland,2021-02-27,Moderna,26446
Switzerland,2021-02-27,Pfizer/BioNTech,26447
Switzerland,2021-02-28,Johnson&Johnson,26448
Switzerland,2021-02-28,Moderna,26449
Switzerland,2021-02-28,Pfizer/BioNTech,26450
Switzerland,2021-03-01,Johnson&Johnson,26451
Switzerland,2021-03-01,Moderna,26452
Switzerland,2021-03-01,Pfizer/BioNTech,26453
Switzerland,2021-03-02,Johnson&Johnson,26454
Switzerland,2021-03-02,Moderna,26455
Switzerland,2021-03-02,Pfizer/BioNTech,26456
Switzerland,2021-03-03,Johnson&Johnson,26457
Switzerland,2021-03-03,Moderna,26458
Switzerland,2021-03-03,Pfizer/BioNTech,26459
Switzerland,2021-03-04,Johnson&Johnson,26460
Switzerland,2021-03-04,Moderna,26461
Switzerland,2021-03-04,Pfizer/BioNTech,26462
Switzerland,2021-03-05,Johnson&Johnson,26463
Switzerland,2021-03-05,Moderna,26464
Switzerland,2021-03-05,Pfizer/BioNTech,26465
Switzerland,2021-03-06,Johnson&Johnson,26466
Switzerland,2021-03-06,Moderna,26467
Switzerland,2021-03-06,Pfizer/BioNTech,26468
Switzerland,2021-03-07,Johnson&Johnson,26469
Switzerland,2021-03-07,Moderna,26470
Switzerland,2021-03-07,Pfizer/BioNTech,26471
Switzerland,2021-03-08,Johnson&Johnson,26472
Switzerland,2021-03-08,Moderna,26473
Switzerland,2021-03-08,Pfizer/BioNTech,26474
Switzerland,2021-03-09,Johnson&Johnson,26475
Switzerland,2021-03-09,Moderna,26476
Switzerland,2021-03-09,Pfizer/BioNTech,26477
Switzerland,2021-03-10,Johnson&Johnson,26478
Switzerland,2021-03-10,Moderna,26479
Switzerland,2021-03-10,Pfizer/BioNTech,26480
Switzerland,2021-03-11,Johnson&Johnson,26481
Switzerland,2021-03-11,Moderna,26482
Switzerland,2021-03-11,Pfizer/BioNTech,26483
Switzerland,2021-03-12,Johnson&Johnson,26484
Switzerland,2021-03-12,Moderna,26485
Switzerland,2021-03-12,Pfizer/BioNTech,26486
Switzerland,2021-03-13,Johnson&Johnson,26487
Switzerland,2021-03-13,Moderna,26488
Switzerland,2021-03-13,Pfizer/BioNTech,26489
Switzerland,2021-03-14,Johnson&Johnson,26490
Switzerland,2021-03-14,Moderna,26491
Switzerland,2021-03-14,Pfizer/BioNTech,26492
Switzerland,2021-03-15,Johnson&Johnson,26493
Switzerland,2021-03-15,Moderna,26494
Switzerland,2021-03-15,Pfizer/BioNTech,26495
Switzerland,2021-03-16,Johnson&Johnson,26496
Switzerland,2021-03-16,Moderna,26497
Switzerland,2021-03-16,Pfizer/BioNTech,26498
Switzerland,2021-03-17,Johnson&Johnson,26499
Switzerland,2021-03-17,Moderna,26500
Switzerland,2021-03-17,Pfizer/BioNTech,26501
Switzerland,2021-03-18,Johnson&Johnson,26502
Switzerland,2021-03-18,Moderna,26503
Switzerland,2021-03-18,Pfizer/BioNTech,26504
Switzerland,2021-03-19,Johnson&Johnson,26505
Switzerland,2021-03-19,Moderna,26506
Switzerland,2021-03-19,Pfizer/BioNTech,26507
Switzerland,2021-03-20,Johnson&Johnson,26508
Switzerland,2021-03-20,Moderna,26509
Switzerland,2021-03-20,Pfizer/BioNTech,26510
Switzerland,2021-03-21,Johnson&Johnson,26511
Switzerland,2021-03-21,Moderna,26512
Switzerland,2021-03-21,Pfizer/BioNTech,26513
Switzerland,2021-03-22,Johnson&Johnson,26514
Switzerland,2021-03-22,Moderna,26515
Switzerland,2021-03-22,Pfizer/BioNTech,26516
Switzerland,2021-03-23,Johnson&Johnson,26517
Switzerland,2021-03-23,Moderna,26518
Switzerland,2021-03-23,Pfizer/BioNTech,26519
Switzerland,2021-03-24,Johnson&Johnson,26520
Switzerland,2021-03-24,Moderna,26521
Switzerland,2021-03-24,Pfizer/BioNTech,26522
Switzerland,2021-03-25,Johnson&Johnson,26523
Switzerland,2021-03-25,Moderna,26524
Switzerland,2021-03-25,Pfizer/BioNTech,26525
Switzerland,2021-03-26,Johnson&Johnson,26526
Switzerland,2021-03-26,Moderna,26527
Switzerland,2021-03-26,Pfizer/BioNTech,26528
Switzerland,2021-03-27,Johnson&Johnson,26529
Switzerland,2021-03-27,Moderna,26530
Switzerland,2021-03-27,Pfizer/BioNTech,26531
Switzerland,2021-03-28,Johnson&Johnson,26532
Switzerland,2021-03-28,Moderna,26533
Switzerland,2021-03-28,Pfizer/BioNTech,26534
Switzerland,2021-03-29,Johnson&Johnson,26535
Switzerland,2021-03-29,Moderna,26536
Switzerland,2021-03-29,Pfizer/BioNTech,26537
Switzerland,2021-03-30,Johnson&Johnson,26538
Switzerland,2021-03-30,Moderna,26539
Switzerland,2021-03-30,Pfizer/BioNTech,26540
Switzerland,2021-03-31,Johnson&Johnson,26541
Switzerland,2021-03-31,Moderna,26542
Switzerland,2021-03-31,Pfizer/BioNTech,26543
Switzerland,2021-04-01,Johnson&Johnson,26544
Switzerland,2021-04-01,Moderna,26545
Switzerland,2021-04-01,Pfizer/BioNTech,26546
Switzerland,2021-04-02,Johnson&Johnson,26547
Switzerland,2021-04-02,Moderna,26548
Switzerland,2021-04-02,Pfizer/BioNTech,26549
Switzerland,2021-04-03,Johnson&Johnson,26550
Switzerland,2021-04-03,Moderna,26551
Switzerland,2021-04-03,Pfizer/BioNTech,26552
Switzerland,2021-04-04,Johnson&Johnson,26553
Switzerland,2021-04-04,Moderna,26554
Switzerland,2021-04-04,Pfizer/BioNTech,26555
Switzerland,2021-04-05,Johnson&Johnson,26556
Switzerland,2021-04-05,Moderna,26557
Switzerland,2021-04-05,Pfizer/BioNTech,26558
Switzerland,2021-04-06,Johnson&Johnson,26559
Switzerland,2021-04-06,Moderna,26560
Switzerland,2021-04-06,Pfizer/BioNTech,26561
Switzerland,2021-04-07,Johnson&Johnson,26562
Switzerland,2021-04-07,Moderna,26563
Switzerland,2021-04-07,Pfizer/BioNTech,26564
Switzerland,2021-04-08,Johnson&Johnson,26565
Switzerland,2021-04-08,Moderna,26566
Switzerland,2021-04-08,Pfizer/BioNTech,26567
Switzerland,2021-04-09,Johnson&Johnson,26568
Switzerland,2021-04-09,Moderna,26569
Switzerland,2021-04-09,Pfizer/BioNTech,26570
Switzerland,2021-04-10,Johnson&Johnson,26571
Switzerland,2021-04-10,Moderna,26572
Switzerland,2021-04-10,Pfizer/BioNTech,26573
Switzerland,2021-04-11,Johnson&Johnson,26574
Switzerland,2021-04-11,Moderna,26575
Switzerland,2021-04-11,Pfizer/BioNTech,26576
Switzerland,2021-04-12,Johnson&Johnson,26577
Switzerland,2021-04-12,Moderna,26578
Switzerland,2021-04-12,Pfizer/BioNTech,26579
Switzerland,2021-04-13,Johnson&Johnson,26580
Switzerland,2021-04-13,Moderna,26581
Switzerland,2021-04-13,Pfizer/BioNTech,26582
Switzerland,2021-04-14,Johnson&Johnson,26583
Switzerland,2021-04-14,Moderna,26584
Switzerland,2021-04-14,Pfizer/BioNTech,26585
Switzerland,2021-04-15,Johnson&Johnson,26586
Switzerland,2021-04-15,Moderna,26587
Switzerland,2021-04-15,Pfizer/BioNTech,26588
Switzerland,2021-04-16,Johnson&Johnson,26589
Switzerland,2021-04-16,Moderna,26590
Switzerland,2021-04-16,Pfizer/BioNTech,26591
Switzerland,2021-04-17,Johnson&Johnson,26592
Switzerland,2021-04-17,Moderna,26593
Switzerland,2021-04-17,Pfizer/BioNTech,26594
Switzerland,2021-04-18,Johnson&Johnson,26595
Switzerland,2021-04-18,Moderna,26596
Switzerland,2021-04-18,Pfizer/BioNTech,26597
Switzerland,2021-04-19,Johnson&Johnson,26598
Switzerland,2021-04-19,Moderna,26599
Switzerland,2021-04-19,Pfizer/BioNTech,26600
Switzerland,2021-04-20,Johnson&Johnson,26601
Switzerland,2021-04-20,Moderna,26602
Switzerland,2021-04-20,Pfizer/BioNTech,26603
Switzerland,2021-04-21,Johnson&Johnson,26604
Switzerland,2021-04-21,Moderna,26605
Switzerland,2021-04-21,Pfizer/BioNTech,26606
Switzerland,2021-04-22,Johnson&Johnson,26607
Switzerland,2021-04-22,Moderna,26608
Switzerland,2021-04-22,Pfizer/BioNTech,26609
Switzerland,2021-04-23,Johnson&Johnson,26610
Switzerland,2021-04-23,Moderna,26611
Switzerland,2021-04-23,Pfizer/BioNTech,26612
Switzerland,2021-04-24,Johnson&Johnson,26613
Switzerland,2021-04-24,Moderna,26614
Switzerland,2021-04-24,Pfizer/BioNTech,26615
Switzerland,2021-04-25,Johnson&Johnson,26616
Switzerland,2021-04-25,Moderna,26617
Switzerland,2021-04-25,Pfizer/BioNTech,26618
Switzerland,2021-04-26,Johnson&Johnson,26619
Switzerland,2021-04-26,Moderna,26620
Switzerland,2021-04-26,Pfizer/BioNTech,26621
Switzerland,2021-04-27,Johnson&Johnson,26622
Switzerland,2021-04-27,Moderna,26623
Switzerland,2021-04-27,Pfizer/BioNTech,26624
Switzerland,2021-04-28,Johnson&Johnson,26625
Switzerland,2021-04-28,Moderna,26626
Switzerland,2021-04-28,Pfizer/BioNTech,26627
Switzerland,2021-04-29,Johnson&Johnson,26628
Switzerland,2021-04-29,Moderna,26629
Switzerland,2021-04-29,Pfizer/BioNTech,26630
Switzerland,2021-04-30,Johnson&Johnson,26631
Switzerland,2021-04-30,Moderna,26632
Switzerland,2021-04-30,Pfizer/BioNTech,26633
Switzerland,2021-05-01,Johnson&Johnson,26634
Switzerland,2021-05-01,Moderna,26635
Switzerland,2021-05-01,Pfizer/BioNTech,26636
Switzerland,2021-05-02,Johnson&Johnson,26637
Switzerland,2021-05-02,Moderna,26638
Switzerland,2021-05-02,Pfizer/BioNTech,26639
Switzerland,2021-05-03,Johnson&Johnson,26640
Switzerland,2021-05-03,Moderna,26641
Switzerland,2021-05-03,Pfizer/BioNTech,26642
Switzerland,2021-05-04,Johnson&Johnson,26643
Switzerland,2021-05-04,Moderna,26644
Switzerland,2021-05-04,Pfizer/BioNTech,26645
Switzerland,2021-05-05,Johnson&Johnson,26646
Switzerland,2021-05-05,Moderna,26647
Switzerland,2021-05-05,Pfizer/BioNTech,26648
Switzerland,2021-05-06,Johnson&Johnson,26649
Switzerland,2021-05-06,Moderna,26650
Switzerland,2021-05-06,Pfizer/BioNTech,26651
Switzerland,2021-05-07,Johnson&Johnson,26652
Switzerland,2021-05-07,Moderna,26653
Switzerland,2021-05-07,Pfizer/BioNTech,26654
Switzerland,2021-05-08,Johnson&Johnson,26655
Switzerland,2021-05-08,Moderna,26656
Switzerland,2021-05-08,Pfizer/BioNTech,26657
Switzerland,2021-05-09,Johnson&Johnson,26658
Switzerland,2021-05-09,Moderna,26659
Switzerland,2021-05-09,Pfizer/BioNTech,26660
Switzerland,2021-05-10,Johnson&Johnson,26661
Switzerland,2021-05-10,Moderna,26662
Switzerland,2021-05-10,Pfizer/BioNTech,26663
Switzerland,2021-05-11,Johnson&Johnson,26664
Switzerland,2021-05-11,Moderna,26665
Switzerland,2021-05-11,Pfizer/BioNTech,26666
Switzerland,2021-05-12,Johnson&Johnson,26667
Switzerland,2021-05-12,Moderna,26668
Switzerland,2021-05-12,Pfizer/BioNTech,26669
Switzerland,2021-05-13,Johnson&Johnson,26670
Switzerland,2021-05-13,Moderna,26671
Switzerland,2021-05-13,Pfizer/BioNTech,26672
Switzerland,2021-05-14,Johnson&Johnson,26673
Switzerland,2021-05-14,Moderna,26674
Switzerland,2021-05-14,Pfizer/BioNTech,26675
Switzerland,2021-05-15,Johnson&Johnson,26676
Switzerland,2021-05-15,Moderna,26677
Switzerland,2021-05-15,Pfizer/BioNTech,26678
Switzerland,2021-05-16,Johnson&Johnson,26679
Switzerland,2021-05-16,Moderna,26680
Switzerland,2021-05-16,Pfizer/BioNTech,26681
Switzerland,2021-05-17,Johnson&Johnson,26682
Switzerland,2021-05-17,Moderna,26683
Switzerland,2021-05-17,Pfizer/BioNTech,26684
Switzerland,2021-05-18,Johnson&Johnson,26685
Switzerland,2021-05-18,Moderna,26686
Switzerland,2021-05-18,Pfizer/BioNTech,26687
Switzerland,2021-05-19,Johnson&Johnson,26688
Switzerland,2021-05-19,Moderna,26689
Switzerland,2021-05-19,Pfizer/BioNTech,26690
Switzerland,2021-05-20,Johnson&Johnson,26691
Switzerland,2021-05-20,Moderna,26692
Switzerland,2021-05-20,Pfizer/BioNTech,26693
Switzerland,2021-05-21,Johnson&Johnson,26694
Switzerland,2021-05-21,Moderna,26695
Switzerland,2021-05-21,Pfizer/BioNTech,26696
Switzerland,2021-05-22,Johnson&Johnson,26697
Switzerland,2021-05-22,Moderna,26698
Switzerland,2021-05-22,Pfizer/BioNTech,26699
Switzerland,2021-05-23,Johnson&Johnson,26700
Switzerland,2021-05-23,Moderna,26701
Switzerland,2021-05-23,Pfizer/BioNTech,26702
Switzerland,2021-05-24,Johnson&Johnson,26703
Switzerland,2021-05-24,Moderna,26704
Switzerland,2021-05-24,Pfizer/BioNTech,26705
Switzerland,2021-05-25,Johnson&Johnson,26706
Switzerland,2021-05-25,Moderna,26707
Switzerland,2021-05-25,Pfizer/BioNTech,26708
Switzerland,2021-05-26,Johnson&Johnson,26709
Switzerland,2021-05-26,Moderna,26710
Switzerland,2021-05-26,Pfizer/BioNTech,26711
Switzerland,2021-05-27,Johnson&Johnson,26712
Switzerland,2021-05-27,Moderna,26713
Switzerland,2021-05-27,Pfizer/BioNTech,26714
Switzerland,2021-05-28,Johnson&Johnson,26715
Switzerland,2021-05-28,Moderna,26716
Switzerland,2021-05-28,Pfizer/BioNTech,26717
Switzerland,2021-05-29,Johnson&Johnson,26718
Switzerland,2021-05-29,Moderna,26719
Switzerland,2021-05-29,Pfizer/BioNTech,26720
Switzerland,2021-05-30,Johnson&Johnson,26721
Switzerland,2021-05-30,Moderna,26722
Switzerland,2021-05-30,Pfizer/BioNTech,26723
Switzerland,2021-05-31,Johnson&Johnson,26724
Switzerland,2021-05-31,Moderna,26725
Switzerland,2021-05-31,Pfizer/BioNTech,26726
Switzerland,2021-06-01,Johnson&Johnson,26727
Switzerland,2021-06-01,Moderna,26728
Switzerland,2021-06-01,Pfizer/BioNTech,26729
Switzerland,2021-06-02,Johnson&Johnson,26730
Switzerland,2021-06-02,Moderna,26731
Switzerland,2021-06-02,Pfizer/BioNTech,26732
Switzerland,2021-06-03,Johnson&Johnson,26733
Switzerland,2021-06-03,Moderna,26734
Switzerland,2021-06-03,Pfizer/BioNTech,26735
Switzerland,2021-06-04,Johnson&Johnson,26736
Switzerland,2021-06-04,Moderna,26737
Switzerland,2021-06-04,Pfizer/BioNTech,26738
Switzerland,2021-06-05,Johnson&Johnson,26739
Switzerland,2021-06-05,Moderna,26740
Switzerland,2021-06-05,Pfizer/BioNTech,26741
Switzerland,2021-06-06,Johnson&Johnson,26742
Switzerland,2021-06-06,Moderna,26743
Switzerland,2021-06-06,Pfizer/BioNTech,26744
Switzerland,2021-06-07,Johnson&Johnson,26745
Switzerland,2021-06-07,Moderna,26746
Switzerland,2021-06-07,Pfizer/BioNTech,26747
Switzerland,2021-06-08,Johnson&Johnson,26748
Switzerland,2021-06-08,Moderna,26749
Switzerland,2021-06-08,Pfizer/BioNTech,26750
Switzerland,2021-06-09,Johnson&Johnson,26751
Switzerland,2021-06-09,Moderna,26752
Switzerland,2021-06-09,Pfizer/BioNTech,26753
Switzerland,2021-06-10,Johnson&Johnson,26754
Switzerland,2021-06-10,Moderna,26755
Switzerland,2021-06-10,Pfizer/BioNTech,26756
Switzerland,2021-06-11,Johnson&Johnson,26757
Switzerland,2021-06-11,Moderna,26758
Switzerland,2021-06-11,Pfizer/BioNTech,26759
Switzerland,2021-06-12,Johnson&Johnson,26760
Switzerland,2021-06-12,Moderna,26761
Switzerland,2021-06-12,Pfizer/BioNTech,26762
Switzerland,2021-06-13,Johnson&Johnson,26763
Switzerland,2021-06-13,Moderna,26764
Switzerland,2021-06-13,Pfizer/BioNTech,26765
Switzerland,2021-06-14,Johnson&Johnson,26766
Switzerland,2021-06-14,Moderna,26767
Switzerland,2021-06-14,Pfizer/BioNTech,26768
Switzerland,2021-06-15,Johnson&Johnson,26769
Switzerland,2021-06-15,Moderna,26770
Switzerland,2021-06-15,Pfizer/BioNTech,26771
Switzerland,2021-06-16,Johnson&Johnson,26772
Switzerland,2021-06-16,Moderna,26773
